Dates,CNP
2018-06-20,26.479999542236328
2018-06-21,26.559999465942383
2018-06-25,26.649999618530273
2018-06-22,27.290000915527344
2018-06-26,27.540000915527344
2018-06-27,27.610000610351562
2018-06-28,28.0
2018-06-29,27.860000610351562
2018-07-02,27.850000381469727
2018-07-03,27.799999237060547
2018-07-05,27.75
2018-07-16,28.020000457763672
2018-09-18,27.979999542236328
2019-01-24,27.239999771118164
2019-09-05,27.540000915527344
2018-11-21,27.90999984741211
2020-01-13,27.920000076293945
2020-04-01,27.84000015258789
2020-06-19,27.860000610351562
2019-10-29,27.75
2020-01-16,28.149999618530273
2020-06-22,27.989999771118164
2018-10-03,27.979999542236328
2018-07-31,27.979999542236328
2019-03-12,28.260000228881836
2019-02-08,28.540000915527344
2019-01-07,28.350000381469727
2018-12-06,28.170000076293945
2019-08-19,28.479999542236328
2019-07-18,28.31999969482422
2019-05-15,28.200000762939453
2019-09-20,28.280000686645508
2019-11-01,28.43000030517578
2020-04-07,28.34000015258789
2020-06-25,28.34000015258789
2020-06-16,28.280000686645508
2019-11-04,28.43000030517578
2020-01-22,28.270000457763672
2019-11-07,28.260000228881836
2020-04-13,28.200000762939453
2019-07-01,28.290000915527344
2019-05-30,28.489999771118164
2018-08-15,28.3799991607666
2018-10-18,28.3799991607666
2019-03-27,28.15999984741211
2019-01-22,27.950000762939453
2018-12-21,27.93000030517578
2019-09-03,27.979999542236328
2018-11-19,27.670000076293945
2019-08-02,27.809999465942383
2020-01-28,27.889999389648438
2020-04-16,28.0
2019-11-13,27.940000534057617
2020-01-31,28.959999084472656
2018-12-04,29.0
2018-11-02,28.81999969482422
2019-07-16,28.799999237060547
2018-08-30,28.860000610351562
2018-10-01,28.860000610351562
2019-06-14,28.799999237060547
2019-05-13,29.059999465942383
2019-04-11,28.920000076293945
2019-02-06,28.790000915527344
2019-09-18,28.639999389648438
2020-02-03,28.059999465942383
2020-04-22,28.229999542236328
2019-11-19,28.1200008392334
2020-02-06,27.93000030517578
2019-11-22,27.520000457763672
2019-03-25,27.540000915527344
2019-02-21,27.760000228881836
2018-12-19,27.68000030517578
2018-07-12,27.969999313354492
2018-09-14,27.979999542236328
2018-08-13,27.450000762939453
2018-10-16,27.760000228881836
2019-07-31,28.239999771118164
2019-05-28,28.290000915527344
2019-04-26,28.450000762939453
2020-04-28,28.020000457763672
2019-11-25,27.420000076293945
2020-02-12,27.780000686645508
2020-05-01,27.959999084472656
2020-05-04,27.8799991607666
2019-06-12,27.920000076293945
2019-04-09,28.190000534057617
2019-03-08,28.190000534057617
2019-02-04,28.010000228881836
2018-07-27,28.290000915527344
2018-08-28,27.90999984741211
2019-01-03,27.969999313354492
2019-08-15,27.59000015258789
2018-10-31,27.5
2019-09-16,27.260000228881836
2020-02-18,27.219999313354492
2020-05-07,27.280000686645508
2018-08-17,27.520000457763672
2019-12-04,27.829999923706055
2020-02-21,28.350000381469727
2018-12-17,28.670000076293945
2019-08-30,28.34000015258789
2018-11-15,28.469999313354492
2019-07-29,28.280000686645508
2019-06-27,27.989999771118164
2019-04-24,27.549999237060547
2018-07-10,27.93000030517578
2018-09-12,28.020000457763672
2019-02-19,28.190000534057617
2019-01-18,28.010000228881836
2020-02-24,27.8700008392334
2020-05-13,27.899999618530273
2019-12-10,28.040000915527344
2020-02-27,28.1299991607666
2019-12-13,28.010000228881836
2020-05-19,28.020000457763672
2019-03-06,28.399999618530273
2018-11-30,28.610000610351562
2019-08-13,28.229999542236328
2019-07-12,28.6200008392334
2019-06-10,28.6200008392334
2019-05-09,28.8700008392334
2018-07-25,29.200000762939453
2018-09-27,29.5
2018-10-29,29.579999923706055
2019-10-16,29.6299991607666
2019-12-16,29.1200008392334
2020-03-04,28.75
2020-05-22,28.68000030517578
2019-10-01,29.110000610351562
2019-12-19,28.559999465942383
2018-09-10,27.709999084472656
2019-05-24,28.1200008392334
2018-08-09,28.329999923706055
2019-04-22,28.25
2019-03-21,28.18000030517578
2019-01-16,28.399999618530273
2019-08-28,28.709999084472656
2018-11-13,29.200000762939453
2018-10-12,29.350000381469727
2019-06-25,29.43000030517578
2020-03-10,29.549999237060547
2020-05-28,29.5
2019-10-07,29.309999465942383
2020-03-13,29.719999313354492
2019-10-10,29.530000686645508
2020-03-16,29.670000076293945
2020-06-03,29.81999969482422
2018-11-28,29.610000610351562
2018-09-25,29.899999618530273
2018-07-23,30.170000076293945
2018-08-24,30.200000762939453
2019-07-10,30.020000457763672
2019-05-07,30.06999969482422
2019-04-05,30.389999389648438
2019-03-04,30.989999771118164
2019-01-31,30.959999084472656
2019-09-12,30.940000534057617
2019-12-31,30.959999084472656
2020-03-19,30.81999969482422
2020-01-03,30.860000610351562
2020-06-09,30.8799991607666
2019-02-15,30.940000534057617
2019-01-14,31.010000228881836
2018-07-06,30.889999389648438
2018-08-07,30.979999542236328
2018-10-10,31.040000915527344
2018-12-13,31.239999771118164
2019-08-26,31.059999465942383
2019-07-25,31.260000228881836
2019-05-22,31.420000076293945
2019-03-19,31.40999984741211
2020-01-06,31.270000457763672
2020-03-25,31.18000030517578
2020-06-12,30.219999313354492
2019-10-22,30.280000686645508
2020-01-09,30.360000610351562
2020-06-15,30.360000610351562
2019-10-25,30.25
2020-03-31,30.309999465942383
2020-06-18,30.1200008392334
2019-04-03,30.43000030517578
2018-08-22,30.729999542236328
2018-10-25,30.760000228881836
2019-01-29,30.6200008392334
2018-12-28,30.809999465942383
2018-11-26,30.829999923706055
2019-08-09,30.56999969482422
2019-07-08,30.530000686645508
2019-06-06,30.760000228881836
2019-09-10,30.920000076293945
2020-01-15,30.8799991607666
2020-04-03,31.06999969482422
2019-10-31,31.0
2020-04-06,30.649999618530273
2020-06-24,30.780000686645508
2018-11-09,30.760000228881836
2019-07-23,30.860000610351562
2019-06-21,30.889999389648438
2019-05-20,30.940000534057617
2019-04-18,30.8700008392334
2018-09-06,30.799999237060547
2018-10-08,30.530000686645508
2019-02-13,30.520000457763672
2018-12-11,30.3700008392334
2019-09-25,30.6299991607666
2020-01-21,30.770000457763672
2020-04-09,30.5
2019-11-06,30.18000030517578
2020-01-24,30.459999084472656
2020-01-27,30.5
2020-04-15,30.729999542236328
2018-12-26,30.760000228881836
2019-08-07,30.6200008392334
2019-06-04,30.8799991607666
2018-09-21,30.530000686645508
2018-07-19,31.040000915527344
2018-08-20,31.09000015258789
2018-10-23,31.030000686645508
2019-05-03,31.15999984741211
2019-04-01,31.170000076293945
2019-02-28,31.1200008392334
2019-11-12,30.84000015258789
2020-01-30,30.450000762939453
2019-11-15,29.709999084472656
2020-04-21,30.190000534057617
2019-04-16,30.139999389648438
2019-03-15,29.65999984741211
2019-02-11,29.739999771118164
2019-01-10,29.920000076293945
2019-08-22,30.030000686645508
2018-11-07,29.90999984741211
2018-08-03,29.68000030517578
2018-09-04,29.610000610351562
2019-06-19,29.719999313354492
2019-09-23,29.510000228881836
2019-11-18,28.93000030517578
2020-02-05,28.600000381469727
2020-04-24,28.540000915527344
2019-03-29,28.739999771118164
2019-11-21,28.84000015258789
2020-04-27,29.190000534057617
2020-02-11,29.40999984741211
2020-04-30,29.540000915527344
2019-05-01,28.979999542236328
2019-02-26,28.920000076293945
2019-01-25,29.059999465942383
2018-12-24,29.559999465942383
2019-09-06,29.739999771118164
2018-07-17,29.75
2018-09-19,29.799999237060547
2019-08-05,30.09000015258789
2019-10-08,30.239999771118164
2019-12-11,30.040000915527344
2019-11-27,30.09000015258789
2020-02-14,29.889999389648438
2020-05-06,29.459999084472656
2019-01-08,28.8700008392334
2018-12-07,28.799999237060547
2019-08-20,28.65999984741211
2018-11-05,29.260000228881836
2019-07-19,29.719999313354492
2018-10-04,29.450000762939453
2019-06-17,29.540000915527344
2019-05-16,29.25
2018-08-01,29.350000381469727
2019-03-13,29.09000015258789
2019-12-03,29.139999389648438
2020-02-20,29.0
2019-12-06,29.06999969482422
2020-05-12,29.149999618530273
2019-12-09,29.290000915527344
2020-02-26,29.25
2020-05-15,28.780000686645508
2019-03-28,28.790000915527344
2018-09-17,28.81999969482422
2018-08-16,28.59000015258789
2018-10-19,28.920000076293945
2019-04-29,28.850000381469727
2019-01-23,29.1299991607666
2019-09-04,29.229999542236328
2018-11-20,29.260000228881836
2019-07-02,29.440000534057617
2019-05-31,29.479999542236328
2019-12-12,28.93000030517578
2020-05-18,28.920000076293945
2019-09-27,28.040000915527344
2020-03-03,28.030000686645508
2020-05-21,27.809999465942383
2019-05-14,28.079999923706055
2018-08-31,27.989999771118164
2018-07-30,27.940000534057617
2018-10-02,27.969999313354492
2019-04-12,28.299999237060547
2019-03-11,28.15999984741211
2019-02-07,27.959999084472656
2019-07-17,28.15999984741211
2019-09-19,28.149999618530273
2019-10-21,27.59000015258789
2019-12-18,27.729999542236328
2020-03-06,27.389999389648438
2019-10-03,27.780000686645508
2020-03-09,27.989999771118164
2020-05-27,28.309999465942383
2019-12-24,28.399999618530273
2020-03-12,28.239999771118164
2018-12-20,28.56999969482422
2019-08-01,28.860000610351562
2018-08-14,29.360000610351562
2018-07-13,30.43000030517578
2018-10-17,30.520000457763672
2019-05-29,30.149999618530273
2019-03-26,30.389999389648438
2019-02-22,30.34000015258789
2019-10-04,30.040000915527344
2019-11-05,30.209999084472656
2019-12-27,30.420000076293945
2020-06-02,30.520000457763672
2019-12-30,30.68000030517578
2020-03-18,30.690000534057617
2020-06-05,30.709999084472656
2019-07-15,30.260000228881836
2018-12-03,30.270000457763672
2019-06-13,30.31999969482422
2019-01-04,29.8700008392334
2018-08-29,29.15999984741211
2019-02-05,29.280000686645508
2018-11-01,29.200000762939453
2019-08-16,28.989999771118164
2019-04-10,28.290000915527344
2019-09-17,28.43000030517578
2019-10-15,28.459999084472656
2020-01-02,28.40999984741211
2020-06-08,28.200000762939453
2019-10-18,28.649999618530273
2020-03-24,28.809999465942383
2020-06-11,28.799999237060547
2020-01-08,28.790000915527344
2019-04-25,29.329999923706055
2019-07-30,29.610000610351562
2019-02-20,30.229999542236328
2018-07-11,30.229999542236328
2018-09-13,29.510000228881836
2018-10-15,29.229999542236328
2019-06-28,29.18000030517578
2018-12-18,29.239999771118164
2018-11-16,29.15999984741211
2019-10-02,29.280000686645508
2020-03-27,29.06999969482422
2020-01-10,29.1200008392334
2019-10-24,29.110000610351562
2020-03-30,29.06999969482422
2020-06-17,28.75
2020-01-14,27.979999542236328
2020-04-02,28.190000534057617
2019-01-02,28.280000686645508
2019-08-14,26.889999389648438
2018-10-30,25.649999618530273
2019-06-11,25.360000610351562
2019-05-10,25.100000381469727
2019-04-08,24.579999923706055
2018-08-27,25.020000457763672
2018-07-26,24.90999984741211
2018-09-28,24.780000686645508
2019-03-07,24.670000076293945
2019-10-30,24.850000381469727
2020-01-17,24.709999084472656
2020-06-23,24.579999923706055
2020-04-08,24.81999969482422
2020-06-26,24.850000381469727
2019-03-22,25.1299991607666
2019-01-17,25.15999984741211
2019-08-29,25.15999984741211
2018-11-14,25.209999084472656
2019-06-26,25.329999923706055
2018-09-11,26.010000228881836
2018-07-09,26.3700008392334
2018-08-10,26.829999923706055
2019-04-23,26.950000762939453
2019-09-30,26.989999771118164
2020-01-23,27.25
2019-11-08,26.969999313354492
2020-04-14,26.950000762939453
2019-11-11,27.030000686645508
2020-01-29,26.989999771118164
2020-04-17,26.940000534057617
2018-07-24,27.280000686645508
2018-09-26,27.34000015258789
2019-05-08,26.940000534057617
2019-03-05,27.0
2019-02-01,26.8799991607666
2018-12-31,26.940000534057617
2018-11-29,26.610000610351562
2019-08-12,26.440000534057617
2019-07-11,26.479999542236328
2019-09-13,26.81999969482422
2019-11-14,27.110000610351562
2020-04-20,27.170000076293945
2020-02-04,27.200000762939453
2020-04-23,27.170000076293945
2018-12-14,27.270000457763672
2019-08-27,26.969999313354492
2018-08-08,26.8700008392334
2018-10-11,26.6299991607666
2018-11-12,26.450000762939453
2019-07-26,26.65999984741211
2019-06-24,26.729999542236328
2019-05-23,26.700000762939453
2019-03-20,26.760000228881836
2019-01-15,26.739999771118164
2019-11-20,26.940000534057617
2020-02-07,26.940000534057617
2020-02-10,26.90999984741211
2020-04-29,27.399999618530273
2019-11-26,27.149999618530273
2020-02-13,27.190000534057617
2019-01-30,27.25
2018-08-23,27.530000686645508
2018-09-24,27.3700008392334
2018-11-27,26.860000610351562
2018-10-26,26.389999389648438
2019-07-09,25.780000686645508
2019-06-07,25.299999237060547
2019-05-06,25.450000762939453
2019-04-04,24.75
2019-09-11,25.329999923706055
2019-11-29,23.790000915527344
2020-05-05,23.75
2019-12-02,24.18000030517578
2020-02-19,23.950000762939453
2020-05-08,23.469999313354492
2019-05-21,22.110000610351562
2019-03-18,21.549999237060547
2018-09-07,18.809999465942383
2018-08-06,18.25
2018-10-09,16.399999618530273
2019-02-14,15.739999771118164
2018-12-12,14.449999809265137
2019-07-24,14.65999984741211
2019-09-26,13.859999656677246
2019-10-28,12.739999771118164
2019-12-05,13.729999542236328
2020-05-11,12.859999656677246
2019-07-03,13.869999885559082
2020-02-25,15.75
2020-05-14,16.229999542236328
2020-02-28,17.020000457763672
2019-08-08,16.549999237060547
2019-06-05,16.219999313354492
2018-07-20,14.579999923706055
2018-08-21,14.699999809265137
2018-10-24,14.170000076293945
2019-04-02,15.470000267028809
2019-03-01,16.649999618530273
2019-01-28,16.899999618530273
2018-12-27,18.239999771118164
2019-09-09,17.920000076293945
2020-03-02,17.450000762939453
2020-05-20,16.399999618530273
2019-12-17,16.1299991607666
2020-03-05,16.899999618530273
2019-02-12,16.350000381469727
2019-01-11,15.800000190734863
2018-12-10,16.399999618530273
2019-08-23,16.700000762939453
2018-11-08,16.780000686645508
2019-07-22,17.399999618530273
2019-06-20,18.1299991607666
2018-09-05,18.18000030517578
2019-04-17,17.540000915527344
2019-09-24,16.729999542236328
2019-12-20,16.389999389648438
2020-05-26,16.799999237060547
2019-04-30,16.559999465942383
2019-12-23,19.1200008392334
2020-03-11,18.68000030517578
2020-05-29,18.489999771118164
2019-12-26,18.260000228881836
2020-06-01,17.670000076293945
2019-05-02,17.329999923706055
2019-02-27,17.229999542236328
2018-11-23,17.899999618530273
2019-08-06,17.40999984741211
2018-07-18,17.299999237060547
2018-09-20,17.149999618530273
2018-10-22,16.969999313354492
2019-07-05,17.829999923706055
2019-06-03,18.1299991607666
2019-10-09,18.1200008392334
2019-10-11,18.0
2020-03-17,18.25
2020-06-04,18.270000457763672
2019-10-14,18.68000030517578
2020-03-20,18.3799991607666
2018-11-06,18.979999542236328
2019-06-18,19.329999923706055
2019-05-17,18.81999969482422
2019-04-15,18.850000381469727
2019-03-14,17.93000030517578
2019-01-09,18.600000381469727
2018-08-02,18.600000381469727
2018-10-05,19.34000015258789
2019-08-21,18.6200008392334
2019-10-17,18.639999389648438
2020-03-23,18.649999618530273
2020-06-10,18.139999389648438
2019-02-25,18.3700008392334
2020-01-07,18.540000915527344
2020-03-26,18.34000015258789
2019-10-23,18.110000610351562
