Dates,MMM
2018-06-20,199.33999633789062
2018-06-21,197.83999633789062
2018-06-25,197.38999938964844
2018-06-22,195.97999572753906
2018-06-26,196.83999633789062
2018-06-27,196.57000732421875
2018-06-28,195.5
2018-06-29,196.47000122070312
2018-07-02,195.4600067138672
2018-07-03,196.49000549316406
2018-07-05,197.07000732421875
2018-07-16,197.08999633789062
2018-09-18,198.13999938964844
2019-01-24,201.0
2019-09-05,199.82000732421875
2018-11-21,199.1699981689453
2020-01-13,200.27000427246094
2020-04-01,201.5500030517578
2020-06-19,200.99000549316406
2019-10-29,202.22000122070312
2020-01-16,201.75999450683594
2020-06-22,199.3300018310547
2018-10-03,201.5399932861328
2018-07-31,192.94000244140625
2019-03-12,200.6300048828125
2019-02-08,204.88999938964844
2019-01-07,208.67999267578125
2018-12-06,208.25
2019-08-19,207.22999572753906
2019-07-18,210.97999572753906
2019-05-15,205.9499969482422
2019-09-20,205.9199981689453
2019-11-01,207.4499969482422
2020-04-07,208.00999450683594
2020-06-25,208.49000549316406
2020-06-16,207.13999938964844
2019-11-04,203.80999755859375
2020-01-22,202.02000427246094
2019-11-07,199.77999877929688
2020-04-13,199.25
2019-07-01,202.02000427246094
2019-05-30,203.27999877929688
2018-08-15,205.72000122070312
2018-10-18,205.0
2019-03-27,205.77000427246094
2019-01-22,203.0
2018-12-21,203.27999877929688
2019-09-03,206.17999267578125
2018-11-19,208.97000122070312
2019-08-02,209.1699981689453
2020-01-28,209.7100067138672
2020-04-16,209.57000732421875
2019-11-13,210.5500030517578
2020-01-31,208.2899932861328
2018-12-04,212.0
2018-11-02,212.24000549316406
2019-07-16,213.67999267578125
2018-08-30,211.36000061035156
2018-10-01,212.3000030517578
2019-06-14,207.33999633789062
2019-05-13,208.83999633789062
2019-04-11,207.4600067138672
2019-02-06,210.24000549316406
2019-09-18,211.77000427246094
2020-02-03,214.6999969482422
2020-04-22,217.32000732421875
2019-11-19,215.38999938964844
2020-02-06,214.1300048828125
2019-11-22,211.49000549316406
2019-03-25,212.0
2019-02-21,209.52999877929688
2018-12-19,212.39999389648438
2018-07-12,212.3800048828125
2018-09-14,216.0
2018-08-13,214.85000610351562
2018-10-16,214.35000610351562
2019-07-31,213.1300048828125
2019-05-28,212.67999267578125
2019-04-26,209.19000244140625
2020-04-28,201.14999389648438
2019-11-25,200.8699951171875
2020-02-12,197.82000732421875
2020-05-01,200.4600067138672
2020-05-04,201.7899932861328
2019-06-12,202.33999633789062
2019-04-09,200.1199951171875
2019-03-08,201.25
2019-02-04,188.8000030517578
2018-07-27,192.10000610351562
2018-08-28,186.57000732421875
2019-01-03,183.30999755859375
2019-08-15,187.85000610351562
2018-10-31,186.8300018310547
2019-09-16,190.6999969482422
2020-02-18,190.61000061035156
2020-05-07,193.66000366210938
2018-08-17,193.5
2019-12-04,193.27000427246094
2020-02-21,197.19000244140625
2018-12-17,201.0
2019-08-30,204.0
2018-11-15,200.57000732421875
2019-07-29,197.52000427246094
2019-06-27,200.8000030517578
2019-04-24,197.72999572753906
2018-07-10,203.24000549316406
2018-09-12,207.8300018310547
2019-02-19,203.5800018310547
2019-01-18,199.67999267578125
2020-02-24,197.75999450683594
2020-05-13,198.57000732421875
2019-12-10,199.1199951171875
2020-02-27,201.99000549316406
2019-12-13,203.8699951171875
2020-05-19,204.36000061035156
2019-03-06,211.2100067138672
2018-11-30,208.05999755859375
2019-08-13,199.61000061035156
2019-07-12,202.6199951171875
2019-06-10,198.36000061035156
2019-05-09,201.25999450683594
2018-07-25,200.60000610351562
2018-09-27,201.42999267578125
2018-10-29,200.1199951171875
2019-10-16,195.83999633789062
2019-12-16,193.38999938964844
2020-03-04,196.0
2020-05-22,189.11000061035156
2019-10-01,187.86000061035156
2019-12-19,181.88999938964844
2018-09-10,179.3800048828125
2019-05-24,183.5
2018-08-09,191.80999755859375
2019-04-22,190.33999633789062
2019-03-21,187.82000732421875
2019-01-16,188.27999877929688
2019-08-28,186.75
2018-11-13,191.36000061035156
2018-10-12,193.0
2019-06-25,193.25
2020-03-10,190.8699951171875
2020-05-28,191.83999633789062
2019-10-07,190.63999938964844
2020-03-13,188.83999633789062
2019-10-10,188.50999450683594
2020-03-16,188.55999755859375
2020-06-03,194.33999633789062
2018-11-28,194.22000122070312
2018-09-25,192.6300048828125
2018-07-23,192.25999450683594
2018-08-24,194.72000122070312
2019-07-10,193.13999938964844
2019-05-07,195.00999450683594
2019-04-05,198.22000122070312
2019-03-04,198.8000030517578
2019-01-31,201.49000549316406
2019-09-12,199.00999450683594
2019-12-31,200.72000122070312
2020-03-19,201.22000122070312
2020-01-03,201.02000427246094
2020-06-09,199.22000122070312
2019-02-15,200.92999267578125
2019-01-14,202.8699951171875
2018-07-06,207.08999633789062
2018-08-07,206.58999633789062
2018-10-10,206.4600067138672
2018-12-13,207.91000366210938
2019-08-26,208.92999267578125
2019-07-25,208.16000366210938
2019-05-22,207.77000427246094
2019-03-19,210.47000122070312
2020-01-06,210.5800018310547
2020-03-25,209.60000610351562
2020-06-12,209.0500030517578
2019-10-22,208.80999755859375
2020-01-09,208.99000549316406
2020-06-15,205.5800018310547
2019-10-25,204.72999572753906
2020-03-31,202.55999755859375
2020-06-18,198.3800048828125
2019-04-03,201.8800048828125
2018-08-22,207.83999633789062
2018-10-25,206.8300018310547
2019-01-29,206.6999969482422
2018-12-28,208.39999389648438
2018-11-26,208.44000244140625
2019-08-09,209.10000610351562
2019-07-08,209.0
2019-06-06,206.8000030517578
2019-09-10,208.2899932861328
2020-01-15,203.4600067138672
2020-04-03,205.0
2019-10-31,207.39999389648438
2020-04-06,208.0
2020-06-24,209.2899932861328
2018-11-09,209.88999938964844
2019-07-23,212.24000549316406
2019-06-21,212.9499969482422
2019-05-20,213.5
2019-04-18,215.8800048828125
2018-09-06,214.7100067138672
2018-10-08,214.4199981689453
2019-02-13,212.4199981689453
2018-12-11,211.7100067138672
2019-09-25,215.10000610351562
2020-01-21,216.83999633789062
2020-04-09,216.58999633789062
2019-11-06,217.6300048828125
2020-01-24,217.97999572753906
2020-01-27,217.3000030517578
2020-04-15,218.00999450683594
2018-12-26,219.0
2019-08-07,197.5399932861328
2019-06-04,190.52999877929688
2018-09-21,191.52000427246094
2018-07-19,190.86000061035156
2018-08-20,189.49000549316406
2018-10-23,184.5
2019-05-03,185.80999755859375
2019-04-01,182.0399932861328
2019-02-28,181.80999755859375
2019-11-12,179.50999450683594
2020-01-30,177.3000030517578
2019-11-15,175.02000427246094
2020-04-21,173.94000244140625
2019-04-16,174.7899932861328
2019-03-15,174.02000427246094
2019-02-11,174.38999938964844
2019-01-10,170.0
2019-08-22,167.9600067138672
2018-11-07,167.00999450683594
2018-08-03,167.42999267578125
2018-09-04,167.5800018310547
2019-06-19,166.33999633789062
2019-09-23,166.8000030517578
2019-11-18,163.00999450683594
2020-02-05,161.39999389648438
2020-04-24,159.8300018310547
2019-03-29,159.75
2019-11-21,161.72999572753906
2020-04-27,165.13999938964844
2020-02-11,164.0
2020-04-30,165.55999755859375
2019-05-01,168.11000061035156
2019-02-26,169.91000366210938
2019-01-25,169.8699951171875
2018-12-24,169.36000061035156
2019-09-06,168.24000549316406
2018-07-17,167.10000610351562
2018-09-19,167.85000610351562
2019-08-05,171.8800048828125
2019-10-08,172.8699951171875
2019-12-11,173.75
2019-11-27,173.35000610351562
2020-02-14,173.25
2020-05-06,172.35000610351562
2019-01-08,172.50999450683594
2018-12-07,171.85000610351562
2019-08-20,175.4600067138672
2018-11-05,175.10000610351562
2019-07-19,174.1699981689453
2018-10-04,173.0
2019-06-17,169.9199981689453
2019-05-16,166.82000732421875
2018-08-01,166.19000244140625
2019-03-13,166.3000030517578
2019-12-03,170.10000610351562
2020-02-20,173.3800048828125
2019-12-06,172.75
2020-05-12,176.35000610351562
2019-12-09,174.4199981689453
2020-02-26,173.00999450683594
2020-05-15,172.80999755859375
2019-03-28,176.0
2018-09-17,176.92999267578125
2018-08-16,187.00999450683594
2018-10-19,177.6300048828125
2019-04-29,173.8300018310547
2019-01-23,175.66000366210938
2019-09-04,177.64999389648438
2018-11-20,174.7899932861328
2019-07-02,172.86000061035156
2019-05-31,168.9499969482422
2019-12-12,164.82000732421875
2020-05-18,162.0
2019-09-27,164.3699951171875
2020-03-03,164.5399932861328
2020-05-21,163.02000427246094
2019-05-14,162.55999755859375
2018-08-31,162.5
2018-07-30,158.05999755859375
2018-10-02,157.83999633789062
2019-04-12,163.7100067138672
2019-03-11,163.11000061035156
2019-02-07,162.69000244140625
2019-07-17,162.0
2019-09-19,160.0800018310547
2019-10-21,157.00999450683594
2019-12-18,157.3300018310547
2020-03-06,155.10000610351562
2019-10-03,159.3000030517578
2020-03-09,161.57000732421875
2020-05-27,161.39999389648438
2019-12-24,159.8300018310547
2020-03-12,162.5
2018-12-20,164.63999938964844
2019-08-01,165.0
2018-08-14,166.16000366210938
2018-07-13,169.86000061035156
2018-10-17,169.6199951171875
2019-05-29,170.58999633789062
2019-03-26,171.2100067138672
2019-02-22,167.75999450683594
2019-10-04,167.61000061035156
2019-11-05,167.38999938964844
2019-12-27,167.42999267578125
2020-06-02,165.49000549316406
2019-12-30,167.0500030517578
2020-03-18,164.75999450683594
2020-06-05,164.0
2019-07-15,164.47999572753906
2018-12-03,165.2100067138672
2019-06-13,165.0
2019-01-04,157.05999755859375
2018-08-29,155.13999938964844
2019-02-05,155.22999572753906
2018-11-01,155.0
2019-08-16,152.3300018310547
2019-04-10,152.33999633789062
2019-09-17,150.9499969482422
2019-10-15,154.1300048828125
2020-01-02,158.0399932861328
2020-06-08,159.35000610351562
2019-10-18,163.10000610351562
2020-03-24,163.13999938964844
2020-06-11,163.55999755859375
2020-01-08,165.47000122070312
2019-04-25,166.27000427246094
2019-07-30,167.41000366210938
2019-02-20,165.16000366210938
2018-07-11,162.50999450683594
2018-09-13,166.47999572753906
2018-10-15,168.02999877929688
2019-06-28,168.22999572753906
2018-12-18,168.50999450683594
2018-11-16,166.94000244140625
2019-10-02,171.6199951171875
2020-03-27,175.0
2020-01-10,174.91000366210938
2019-10-24,175.72999572753906
2020-03-30,174.5800018310547
2020-06-17,172.5
2020-01-14,170.36000061035156
2020-04-02,170.11000061035156
2019-01-02,169.97999572753906
2019-08-14,171.66000366210938
2018-10-30,170.7899932861328
2019-06-11,171.72000122070312
2019-05-10,169.7899932861328
2019-04-08,166.8800048828125
2018-08-27,165.5
2018-07-26,168.47000122070312
2018-09-28,169.8000030517578
2019-03-07,170.0
2019-10-30,170.42999267578125
2020-01-17,170.16000366210938
2020-06-23,166.5
2020-04-08,166.4199981689453
2020-06-26,167.22000122070312
2019-03-22,167.25
2019-01-17,169.39999389648438
2019-08-29,169.1300048828125
2018-11-14,168.3800048828125
2019-06-26,166.72999572753906
2018-09-11,169.6199951171875
2018-07-09,168.94000244140625
2018-08-10,170.35000610351562
2019-04-23,169.77999877929688
2019-09-30,169.6199951171875
2020-01-23,174.7899932861328
2019-11-08,176.7100067138672
2020-04-14,178.27000427246094
2019-11-11,176.4499969482422
2020-01-29,176.64999389648438
2020-04-17,177.25999450683594
2018-07-24,175.22999572753906
2018-09-26,177.67999267578125
2019-05-08,177.02000427246094
2019-03-05,177.14999389648438
2019-02-01,178.27999877929688
2018-12-31,178.0
2018-11-29,181.50999450683594
2019-08-12,181.61000061035156
2019-07-11,180.94000244140625
2019-09-13,180.9199981689453
2019-11-14,181.4199981689453
2020-04-20,180.67999267578125
2020-02-04,181.0
2020-04-23,181.85000610351562
2018-12-14,179.50999450683594
2019-08-27,177.07000732421875
2018-08-08,178.49000549316406
2018-10-11,179.86000061035156
2018-11-12,171.89999389648438
2019-07-26,166.35000610351562
2019-06-24,161.0
2019-05-23,162.0
2019-03-20,160.02999877929688
2019-01-15,159.77000427246094
2019-11-20,159.1199951171875
2020-02-07,164.49000549316406
2020-02-10,161.41000366210938
2020-04-29,160.2100067138672
2019-11-26,161.0
2020-02-13,164.24000549316406
2019-01-30,161.75999450683594
2018-08-23,159.85000610351562
2018-09-24,160.36000061035156
2018-11-27,159.0800018310547
2018-10-26,159.0
2019-07-09,158.3300018310547
2019-06-07,154.4499969482422
2019-05-06,153.30999755859375
2019-04-04,149.57000732421875
2019-09-11,151.22999572753906
2019-11-29,154.08999633789062
2020-05-05,151.33999633789062
2019-12-02,152.44000244140625
2020-02-19,147.02000427246094
2020-05-08,150.8000030517578
2019-05-21,149.58999633789062
2019-03-18,146.58999633789062
2018-09-07,149.02000427246094
2018-08-06,149.72999572753906
2018-10-09,139.9600067138672
2019-02-14,141.00999450683594
2018-12-12,129.86000061035156
2019-07-24,131.94000244140625
2019-09-26,128.4600067138672
2019-10-28,137.7100067138672
2019-12-05,138.07000732421875
2020-05-11,128.16000366210938
2019-07-03,122.29000091552734
2020-02-25,133.14999389648438
2020-05-14,131.7899932861328
2020-02-28,132.8300018310547
2019-08-08,132.25
2019-06-05,135.69000244140625
2018-07-20,132.0
2018-08-21,132.36000061035156
2018-10-24,136.00999450683594
2019-04-02,137.86000061035156
2019-03-01,147.5
2019-01-28,145.72999572753906
2018-12-27,148.4600067138672
2019-09-09,147.5
2020-03-02,149.6199951171875
2020-05-20,148.19000244140625
2019-12-17,145.27000427246094
2020-03-05,147.44000244140625
2019-02-12,144.75
2019-01-11,142.25
2018-12-10,143.36000061035156
2019-08-23,144.5800018310547
2018-11-08,145.1699981689453
2019-07-22,148.0
2019-06-20,160.02999877929688
2018-09-05,158.5399932861328
2019-04-17,154.30999755859375
2019-09-24,149.3000030517578
2019-12-20,148.5399932861328
2020-05-26,149.88999938964844
2019-04-30,147.7899932861328
2019-12-23,147.6999969482422
2020-03-11,147.0800018310547
2020-05-29,147.82000732421875
2019-12-26,146.5500030517578
2020-06-01,140.7100067138672
2019-05-02,135.0
2019-02-27,134.52999877929688
2018-11-23,143.16000366210938
2019-08-06,148.5
2018-07-18,149.8699951171875
2018-09-20,147.74000549316406
2018-10-22,145.74000549316406
2019-07-05,150.42999267578125
2019-06-03,153.99000549316406
2019-10-09,158.7100067138672
2019-10-11,155.5
2020-03-17,155.9499969482422
2020-06-04,156.75
2019-10-14,159.35000610351562
2020-03-20,159.75999450683594
2018-11-06,165.0
2019-06-18,167.10000610351562
2019-05-17,165.47999572753906
2019-04-15,166.89999389648438
2019-03-14,160.05999755859375
2019-01-09,156.27999877929688
2018-08-02,150.8800048828125
2018-10-05,162.85000610351562
2019-08-21,160.1999969482422
2019-10-17,158.07000732421875
2020-03-23,161.35000610351562
2020-06-10,157.0
2019-02-25,157.9600067138672
2020-01-07,156.2899932861328
2020-03-26,152.0500030517578
2019-10-23,154.60000610351562
