Dates,TAP
2018-06-20,78.16000366210938
2018-06-21,77.75
2018-06-25,76.95999908447266
2018-06-22,76.94000244140625
2018-06-26,77.93000030517578
2018-06-27,76.33999633789062
2018-06-28,77.30999755859375
2018-06-29,78.52999877929688
2018-07-02,79.18000030517578
2018-07-03,77.29000091552734
2018-07-05,77.77999877929688
2018-07-16,78.7699966430664
2018-09-18,79.38999938964844
2019-01-24,79.23999786376953
2019-09-05,79.58999633789062
2018-11-21,81.8499984741211
2020-01-13,82.69999694824219
2020-04-01,81.8499984741211
2020-06-19,82.43000030517578
2019-10-29,82.2300033569336
2020-01-16,82.31999969482422
2020-06-22,82.01000213623047
2018-10-03,81.38999938964844
2018-07-31,78.5999984741211
2019-03-12,81.41999816894531
2019-02-08,81.29000091552734
2019-01-07,79.44999694824219
2018-12-06,77.29000091552734
2019-08-19,77.5199966430664
2019-07-18,78.55000305175781
2019-05-15,80.55999755859375
2019-09-20,81.68000030517578
2019-11-01,81.91999816894531
2020-04-07,81.98999786376953
2020-06-25,82.97000122070312
2020-06-16,82.58999633789062
2019-11-04,81.94999694824219
2020-01-22,80.31999969482422
2019-11-07,82.76000213623047
2020-04-13,82.47000122070312
2019-07-01,79.51000213623047
2019-05-30,81.16000366210938
2018-08-15,82.37000274658203
2018-10-18,81.9000015258789
2019-03-27,82.72000122070312
2019-01-22,83.16000366210938
2018-12-21,84.23999786376953
2019-09-03,84.97000122070312
2018-11-19,85.94000244140625
2019-08-02,86.25
2020-01-28,86.81999969482422
2020-04-16,86.80999755859375
2019-11-13,87.91999816894531
2020-01-31,83.31999969482422
2018-12-04,83.41000366210938
2018-11-02,83.11000061035156
2019-07-16,83.55999755859375
2018-08-30,85.12000274658203
2018-10-01,85.19000244140625
2019-06-14,85.5
2019-05-13,85.7699966430664
2019-04-11,83.44000244140625
2019-02-06,85.30999755859375
2019-09-18,83.98999786376953
2020-02-03,85.36000061035156
2020-04-22,86.8499984741211
2019-11-19,86.4000015258789
2020-02-06,86.19000244140625
2019-11-22,86.11000061035156
2019-03-25,85.6500015258789
2019-02-21,85.88999938964844
2018-12-19,86.1500015258789
2018-07-12,85.66999816894531
2018-09-14,85.7699966430664
2018-08-13,83.91000366210938
2018-10-16,82.31999969482422
2019-07-31,80.08999633789062
2019-05-28,79.7300033569336
2019-04-26,75.63999938964844
2020-04-28,73.95999908447266
2019-11-25,76.91999816894531
2020-02-12,75.33000183105469
2020-05-01,77.91999816894531
2020-05-04,79.06999969482422
2019-06-12,78.04000091552734
2019-04-09,77.56999969482422
2019-03-08,80.31999969482422
2019-02-04,77.38999938964844
2018-07-27,74.19999694824219
2018-08-28,76.23999786376953
2019-01-03,71.81999969482422
2019-08-15,71.91000366210938
2018-10-31,76.55999755859375
2019-09-16,78.48999786376953
2020-02-18,79.48999786376953
2020-05-07,78.91000366210938
2018-08-17,80.12000274658203
2019-12-04,80.31999969482422
2020-02-21,82.81999969482422
2018-12-17,82.83999633789062
2019-08-30,81.66000366210938
2018-11-15,78.87000274658203
2019-07-29,78.88999938964844
2019-06-27,78.02999877929688
2019-04-24,68.87999725341797
2018-07-10,71.9000015258789
2018-09-12,67.27999877929688
2019-02-19,67.66999816894531
2019-01-18,65.91000366210938
2020-02-24,65.66000366210938
2020-05-13,67.76000213623047
2019-12-10,67.2699966430664
2020-02-27,69.4800033569336
2019-12-13,67.4000015258789
2020-05-19,66.87000274658203
2019-03-06,69.93000030517578
2018-11-30,67.97000122070312
2019-08-13,68.4800033569336
2019-07-12,64.38999938964844
2019-06-10,65.62999725341797
2019-05-09,64.19999694824219
2018-07-25,64.70999908447266
2018-09-27,62.72999954223633
2018-10-29,61.43000030517578
2019-10-16,59.61000061035156
2019-12-16,62.029998779296875
2020-03-04,59.369998931884766
2020-05-22,57.86000061035156
2019-10-01,56.75
2019-12-19,54.81999969482422
2018-09-10,57.869998931884766
2019-05-24,59.400001525878906
2018-08-09,59.09000015258789
2019-04-22,59.66999816894531
2019-03-21,60.34000015258789
2019-01-16,57.47999954223633
2019-08-28,59.43000030517578
2018-11-13,59.130001068115234
2018-10-12,58.66999816894531
2019-06-25,60.189998626708984
2020-03-10,61.459999084472656
2020-05-28,61.650001525878906
2019-10-07,61.22999954223633
2020-03-13,62.459999084472656
2019-10-10,62.099998474121094
2020-03-16,61.91999816894531
2020-06-03,62.97999954223633
2018-11-28,61.470001220703125
2018-09-25,61.119998931884766
2018-07-23,61.970001220703125
2018-08-24,63.72999954223633
2019-07-10,63.209999084472656
2019-05-07,62.59000015258789
2019-04-05,63.380001068115234
2019-03-04,63.77000045776367
2019-01-31,65.80000305175781
2019-09-12,67.12999725341797
2019-12-31,67.6500015258789
2020-03-19,68.16000366210938
2020-01-03,66.98999786376953
2020-06-09,66.0
2019-02-15,65.93000030517578
2019-01-14,67.13999938964844
2018-07-06,67.3499984741211
2018-08-07,63.65999984741211
2018-10-10,64.02999877929688
2018-12-13,64.25
2019-08-26,65.2699966430664
2019-07-25,65.44000244140625
2019-05-22,66.0199966430664
2019-03-19,66.0
2020-01-06,66.76000213623047
2020-03-25,66.08000183105469
2020-06-12,65.19999694824219
2019-10-22,66.22000122070312
2020-01-09,64.55000305175781
2020-06-15,64.69999694824219
2019-10-25,63.939998626708984
2020-03-31,63.459999084472656
2020-06-18,63.189998626708984
2019-04-03,65.26000213623047
2018-08-22,65.44000244140625
2018-10-25,65.56999969482422
2019-01-29,65.73999786376953
2018-12-28,68.05999755859375
2018-11-26,66.91000366210938
2019-08-09,66.5999984741211
2019-07-08,67.56999969482422
2019-06-06,69.51000213623047
2019-09-10,66.83999633789062
2020-01-15,66.87000274658203
2020-04-03,67.62999725341797
2019-10-31,67.16999816894531
2020-04-06,67.38999938964844
2020-06-24,69.33999633789062
2018-11-09,70.37999725341797
2019-07-23,70.76000213623047
2019-06-21,72.41000366210938
2019-05-20,71.48999786376953
2019-04-18,72.1500015258789
2018-09-06,72.97000122070312
2018-10-08,72.77999877929688
2019-02-13,74.25
2018-12-11,75.48999786376953
2019-09-25,75.62999725341797
2020-01-21,76.16000366210938
2020-04-09,77.43000030517578
2019-11-06,77.66999816894531
2020-01-24,77.69000244140625
2020-01-27,76.69999694824219
2020-04-15,76.63999938964844
2018-12-26,73.5
2019-08-07,73.51000213623047
2019-06-04,71.9000015258789
2018-09-21,72.88999938964844
2018-07-19,72.8499984741211
2018-08-20,71.77999877929688
2018-10-23,71.68000030517578
2019-05-03,72.16000366210938
2019-04-01,70.7300033569336
2019-02-28,69.13999938964844
2019-11-12,68.91999816894531
2020-01-30,68.54000091552734
2019-11-15,68.76000213623047
2020-04-21,65.9800033569336
2019-04-16,67.31999969482422
2019-03-15,67.79000091552734
2019-02-11,69.69000244140625
2019-01-10,69.08999633789062
2019-08-22,68.12999725341797
2018-11-07,69.98999786376953
2018-08-03,67.0999984741211
2018-09-04,61.65999984741211
2019-06-19,62.0
2019-09-23,60.70000076293945
2019-11-18,60.310001373291016
2020-02-05,60.45000076293945
2020-04-24,59.20000076293945
2019-03-29,58.90999984741211
2019-11-21,61.150001525878906
2020-04-27,61.130001068115234
2020-02-11,61.09000015258789
2020-04-30,61.29999923706055
2019-05-01,62.31999969482422
2019-02-26,62.119998931884766
2019-01-25,61.52000045776367
2018-12-24,62.15999984741211
2019-09-06,60.97999954223633
2018-07-17,60.13999938964844
2018-09-19,61.45000076293945
2019-08-05,61.720001220703125
2019-10-08,62.66999816894531
2019-12-11,61.459999084472656
2019-11-27,61.25
2020-02-14,60.959999084472656
2020-05-06,60.630001068115234
2019-01-08,61.0
2018-12-07,61.70000076293945
2019-08-20,62.84000015258789
2018-11-05,61.93000030517578
2019-07-19,62.4900016784668
2018-10-04,62.40999984741211
2019-06-17,60.41999816894531
2019-05-16,60.150001525878906
2018-08-01,60.279998779296875
2019-03-13,60.56999969482422
2019-12-03,61.119998931884766
2020-02-20,60.81999969482422
2019-12-06,58.95000076293945
2020-05-12,59.31999969482422
2019-12-09,58.81999969482422
2020-02-26,59.41999816894531
2020-05-15,58.70000076293945
2019-03-28,59.099998474121094
2018-09-17,58.81999969482422
2018-08-16,58.72999954223633
2018-10-19,59.11000061035156
2019-04-29,59.2400016784668
2019-01-23,59.4900016784668
2019-09-04,58.4900016784668
2018-11-20,57.709999084472656
2019-07-02,46.040000915527344
2019-05-31,45.15999984741211
2019-12-12,46.0099983215332
2020-05-18,46.27000045776367
2019-09-27,47.75
2020-03-03,46.58000183105469
2020-05-21,46.11000061035156
2019-05-14,46.9900016784668
2018-08-31,44.709999084472656
2018-07-30,46.470001220703125
2018-10-02,46.7599983215332
2019-04-12,47.0099983215332
2019-03-11,46.09000015258789
2019-02-07,46.88999938964844
2019-07-17,46.779998779296875
2019-09-19,45.43000030517578
2019-10-21,46.560001373291016
2019-12-18,46.5099983215332
2020-03-06,46.81999969482422
2019-10-03,47.900001525878906
2020-03-09,48.060001373291016
2020-05-27,47.40999984741211
2019-12-24,49.150001525878906
2020-03-12,51.7599983215332
2018-12-20,51.97999954223633
2019-08-01,54.779998779296875
2018-08-14,54.5099983215332
2018-07-13,56.220001220703125
2018-10-17,56.36000061035156
2019-05-29,56.56999969482422
2019-03-26,56.84000015258789
2019-02-22,56.540000915527344
2019-10-04,54.93000030517578
2019-11-05,54.43000030517578
2019-12-27,54.099998474121094
2020-06-02,54.529998779296875
2019-12-30,52.959999084472656
2020-03-18,53.810001373291016
2020-06-05,53.689998626708984
2019-07-15,53.90999984741211
2018-12-03,52.5099983215332
2019-06-13,51.9900016784668
2019-01-04,51.380001068115234
2018-08-29,51.41999816894531
2019-02-05,52.060001373291016
2018-11-01,52.029998779296875
2019-08-16,50.560001373291016
2019-04-10,51.369998931884766
2019-09-17,49.779998779296875
2019-10-15,51.4900016784668
2020-01-02,52.20000076293945
2020-06-08,53.040000915527344
2019-10-18,53.220001220703125
2020-03-24,54.02000045776367
2020-06-11,53.4900016784668
2020-01-08,54.56999969482422
2019-04-25,55.18000030517578
2019-07-30,56.0099983215332
2019-02-20,55.45000076293945
2018-07-11,56.0099983215332
2018-09-13,55.86000061035156
2018-10-15,55.470001220703125
2019-06-28,56.369998931884766
2018-12-18,55.880001068115234
2018-11-16,57.09000015258789
2019-10-02,57.91999816894531
2020-03-27,59.529998779296875
2020-01-10,57.880001068115234
2019-10-24,58.939998626708984
2020-03-30,59.40999984741211
2020-06-17,59.869998931884766
2020-01-14,60.13999938964844
2020-04-02,60.06999969482422
2019-01-02,61.97999954223633
2019-08-14,62.869998931884766
2018-10-30,63.4900016784668
2019-06-11,62.900001525878906
2019-05-10,61.439998626708984
2019-04-08,60.70000076293945
2018-08-27,61.22999954223633
2018-07-26,62.650001525878906
2018-09-28,60.5099983215332
2019-03-07,60.54999923706055
2019-10-30,60.59000015258789
2020-01-17,59.41999816894531
2020-06-23,58.58000183105469
2020-04-08,59.34000015258789
2020-06-26,60.08000183105469
2019-03-22,61.029998779296875
2019-01-17,60.529998779296875
2019-08-29,60.36000061035156
2018-11-14,60.65999984741211
2019-06-26,62.72999954223633
2018-09-11,63.2400016784668
2018-07-09,63.540000915527344
2018-08-10,63.459999084472656
2019-04-23,62.970001220703125
2019-09-30,63.22999954223633
2020-01-23,62.06999969482422
2019-11-08,62.79999923706055
2020-04-14,62.86000061035156
2019-11-11,62.52000045776367
2020-01-29,61.43000030517578
2020-04-17,61.529998779296875
2018-07-24,62.25
2018-09-26,62.77000045776367
2019-05-08,61.70000076293945
2019-03-05,61.54999923706055
2019-02-01,61.95000076293945
2018-12-31,63.13999938964844
2018-11-29,63.459999084472656
2019-08-12,63.130001068115234
2019-07-11,64.11000061035156
2019-09-13,63.779998779296875
2019-11-14,64.19000244140625
2020-04-20,65.37999725341797
2020-02-04,62.41999816894531
2020-04-23,60.560001373291016
2018-12-14,60.470001220703125
2019-08-27,60.56999969482422
2018-08-08,59.810001373291016
2018-10-11,58.15999984741211
2018-11-12,56.91999816894531
2019-07-26,55.540000915527344
2019-06-24,54.849998474121094
2019-05-23,53.400001525878906
2019-03-20,54.040000915527344
2019-01-15,55.880001068115234
2019-11-20,57.79999923706055
2020-02-07,58.150001525878906
2020-02-10,57.34000015258789
2020-04-29,58.060001373291016
2019-11-26,59.08000183105469
2020-02-13,60.81999969482422
2019-01-30,55.18000030517578
2018-08-23,54.2400016784668
2018-09-24,53.43000030517578
2018-11-27,53.209999084472656
2018-10-26,53.709999084472656
2019-07-09,52.0
2019-06-07,50.099998474121094
2019-05-06,48.79999923706055
2019-04-04,48.47999954223633
2019-09-11,46.869998931884766
2019-11-29,46.720001220703125
2020-05-05,47.56999969482422
2019-12-02,45.90999984741211
2020-02-19,46.34000015258789
2020-05-08,43.93000030517578
2019-05-21,44.0
2019-03-18,39.86000061035156
2018-09-07,43.4900016784668
2018-08-06,40.45000076293945
2018-10-09,35.90999984741211
2019-02-14,40.79999923706055
2018-12-12,40.04999923706055
2019-07-24,42.099998474121094
2019-09-26,42.290000915527344
2019-10-28,38.560001373291016
2019-12-05,36.2400016784668
2020-05-11,35.349998474121094
2019-07-03,38.279998779296875
2020-02-25,37.689998626708984
2020-05-14,42.45000076293945
2020-02-28,40.22999954223633
2019-08-08,40.720001220703125
2019-06-05,41.689998626708984
2018-07-20,40.0099983215332
2018-08-21,39.529998779296875
2018-10-24,37.34000015258789
2019-04-02,39.599998474121094
2019-03-01,39.72999954223633
2019-01-28,40.97999954223633
2018-12-27,42.72999954223633
2019-09-09,41.630001068115234
2020-03-02,43.13999938964844
2020-05-20,40.43000030517578
2019-12-17,41.209999084472656
2020-03-05,42.150001525878906
2019-02-12,40.95000076293945
2019-01-11,38.939998626708984
2018-12-10,39.68000030517578
2019-08-23,41.040000915527344
2018-11-08,43.060001373291016
2019-07-22,42.70000076293945
2019-06-20,42.27000045776367
2018-09-05,44.880001068115234
2019-04-17,43.77000045776367
2019-09-24,41.47999954223633
2019-12-20,40.650001525878906
2020-05-26,41.20000076293945
2019-04-30,42.599998474121094
2019-12-23,43.0099983215332
2020-03-11,44.900001525878906
2020-05-29,44.0099983215332
2019-12-26,43.029998779296875
2020-06-01,41.459999084472656
2019-05-02,41.84000015258789
2019-02-27,42.380001068115234
2018-11-23,44.650001525878906
2019-08-06,44.68000030517578
2018-07-18,45.97999954223633
2018-09-20,45.470001220703125
2018-10-22,44.68000030517578
2019-07-05,45.13999938964844
2019-06-03,46.29999923706055
2019-10-09,44.150001525878906
2019-10-11,44.540000915527344
2020-03-17,42.66999816894531
2020-06-04,44.13999938964844
2019-10-14,45.689998626708984
2020-03-20,45.2599983215332
2018-11-06,48.060001373291016
2019-06-18,49.0099983215332
2019-05-17,46.720001220703125
2019-04-15,46.220001220703125
2019-03-14,41.13999938964844
2019-01-09,42.459999084472656
2018-08-02,43.040000915527344
2018-10-05,44.349998474121094
2019-08-21,43.16999816894531
2019-10-17,42.790000915527344
2020-03-23,44.08000183105469
2020-06-10,42.29999923706055
2019-02-25,42.38999938964844
2020-01-07,40.970001220703125
2020-03-26,41.83000183105469
2019-10-23,43.9900016784668
